Nombre Asignatura;Nota 1er Corte;Nota 2do Corte;Nota 3er Corte;Nota 4to Corte;Nota 5to Corte
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3;4.6;3;4.8;2.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;2.6;4.4;4.7;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;4.4;2.5;4.9;1.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;2.7;2.3;2.4;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.6;3.3;2.9;4.6;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4;3.8;3.2;4;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.5;4.5;2.4;4;1.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;4.6;1.4;4.5;1.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;5;4.5;4.5;4.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;4.5;3.4;3.5;2.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;3;3.6;2.6;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;4;3;4;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4;4.4;4.2;3.9;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;3.1;3.2;4;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.5;5;4.8;4.8;4.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;3.5;4;5;4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3;4.1;2.7;3.5;4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;2;2.2;4;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;4.2;3;4.4;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;4.6;4.7;5;3.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;3.1;3.8;3.7;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.6;2.3;2.7;3;1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;3;3.7;3.3;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.3;5;5;4.4;5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;4.5;4.2;5;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;2.2;2.1;5;1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;2.9;2.6;3.4;1.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;3.2;2.9;4.5;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;3.9;2.5;5;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;4.2;2.2;4.5;1.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;0;0;0;0;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;3.2;3.5;4.6;1.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.4;3.7;3.2;4;2.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;5;4.7;4.5;4.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;4.7;2.8;4.2;3.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.6;4.2;2.1;3.5;1.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.1;2.7;1.5;2.1;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.4;2.2;3.4;3.6;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;4;5;3.8;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.7;4.2;3.6;5;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.5;3.1;1.5;2.3;0.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;3.6;4.4;3.4;2.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;5;3;4.4;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;3.7;3.9;4.2;1.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.6;4.7;4.7;4;4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.6;5;4.7;4.1;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;3.8;5;4.4;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;4.4;4.2;3.5;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;3.7;4.7;4.7;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.4;4.5;4.3;4.4;2.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;5;4;4.5;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;4.1;4.1;2.5;3.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.4;4.5;4.3;3.9;3.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.8;5;4.1;4.7;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;5;4.1;4.7;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;3.8;4.5;0.6;2.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.6;4.3;4.1;4.7;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.7;5;4.1;4.8;3.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;5;4.5;3.9;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;4;4.7;3.6;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;5;4.2;4.2;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;4.6;4.6;3.1;4.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.6;4.7;5;4.8;4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.6;4.5;4;4;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.6;3.9;5;4.8;3.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;5;4.3;5;4.9;4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;4;4.2;1.3;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;5;3.9;4.2;3.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.1;1.6;3.9;2.6;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;3.6;4.4;4.1;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.3;5;5;4.7;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;4.6;4.9;4.6;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.3;2.8;3.8;2.6;1.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;3;3.5;4.3;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2;5;3.1;4.2;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;5;4.7;4.5;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;3.2;4.5;4.1;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;5;4.4;4.4;3.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;3.8;4.1;4.3;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;4.5;4;4.2;4.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2;3.9;4.2;4.6;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3;3.4;4.1;4.6;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;5;4.7;3.9;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;4.1;4.5;4.4;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.4;5;4.5;4.8;1.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.4;3.7;2.9;4.2;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;3.7;4.7;2.1;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;3.8;4.6;4.8;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.6;5;4.5;4.8;5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;4.6;4.2;2.1;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;5;4;4.2;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;3.4;5;4.6;3.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;3.6;3.6;2.3;3.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;3.3;4.2;1.1;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.4;5;4.1;2.4;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;4;4.5;1.1;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;4.6;3.5;4;4.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;5;5;4.4;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.6;5;3.6;4.7;2.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;5;4.4;4.3;2.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;4.4;4.2;3.9;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.3;2.8;3.7;3;2.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;4.5;3.6;4.4;0.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;4;4.5;4.6;2.5
MANEJO DE BASES DE DATOS;4.5;4.1;2.4;4.3;4.3
MANEJO DE BASES DE DATOS;4;4.5;3.9;4.4;4.9
MANEJO DE BASES DE DATOS;4.9;4.5;4.2;4.4;4.9
MANEJO DE BASES DE DATOS;4;4.6;4.6;4.4;4.9
MANEJO DE BASES DE DATOS;3;4.2;4.2;3.3;4.8
MANEJO DE BASES DE DATOS;4.9;4.8;2.7;3.3;4.8
MANEJO DE BASES DE DATOS;4.1;3.9;4.1;4.3;4.3
MANEJO DE BASES DE DATOS;4;4.5;3.8;4.2;4.4
MANEJO DE BASES DE DATOS;3.3;3.9;4.4;4.3;4.8
MANEJO DE BASES DE DATOS;4.2;4.5;4.4;4.3;4.3
MANEJO DE BASES DE DATOS;4.9;0;0;0;0
MANEJO DE BASES DE DATOS;4.6;3.6;2.5;4.2;4.4
MANEJO DE BASES DE DATOS;4.4;4.5;3;4.7;4.5
MANEJO DE BASES DE DATOS;3.8;2.5;2.6;4.3;4.8
MANEJO DE BASES DE DATOS;5;4;4.3;4.9;4.8
MANEJO DE BASES DE DATOS;4.7;3.8;4.9;4.5;4.1
MANEJO DE BASES DE DATOS;3.2;3.2;2.5;3.8;4.2
MANEJO DE BASES DE DATOS;4.6;2.7;3;4.3;4.8
MANEJO DE BASES DE DATOS;3;3;1.6;3.8;4.2
MANEJO DE BASES DE DATOS;4.8;4.7;5;4.7;4.5
MANEJO DE BASES DE DATOS;2.2;3;4.1;4.9;4.8
MANEJO DE BASES DE DATOS;4.4;4.6;4.5;5;4.9
MANEJO DE BASES DE DATOS;4.1;4.7;3.9;5;4.9
MANEJO DE BASES DE DATOS;3.6;2.3;3.4;4.3;4.2
MANEJO DE BASES DE DATOS;4.2;3.9;4.2;4.7;4.5
MANEJO DE BASES DE DATOS;4.4;4.5;4.8;5;3.8
MANEJO DE BASES DE DATOS;4;5;5;5;5
MANEJO DE BASES DE DATOS;5;5;5;5;5
MANEJO DE BASES DE DATOS;3.2;4.9;4.8;5;4
MANEJO DE BASES DE DATOS;5;5;4.9;5;5
MANEJO DE BASES DE DATOS;4.7;4.3;4.4;5;5
MANEJO DE BASES DE DATOS;4.3;5;4.4;5;5
MANEJO DE BASES DE DATOS;5;5;4.8;5;5
MANEJO DE BASES DE DATOS;4.9;5;5;5;4
MANEJO DE BASES DE DATOS;4.1;4.7;5;5;5
MANEJO DE BASES DE DATOS;4.6;4.4;4.6;4.9;4
MANEJO DE BASES DE DATOS;4.8;5;5;5;5
MANEJO DE BASES DE DATOS;5;5;4.8;4.9;3.8
MANEJO DE BASES DE DATOS;4.3;4.5;4.8;5;3.8
MANEJO DE BASES DE DATOS;2.6;3.9;5;4.5;5
MANEJO DE BASES DE DATOS;3.3;4.7;5;5;5
MANEJO DE BASES DE DATOS;0;0;0;0;0
MANEJO DE BASES DE DATOS;3;5;5;5;4
MÁS QUE UNA PELOTA, NARRANDO Y LEYENDO FÚTBOL;4.3;4.3;4.6;;
MEDICIÓN ECONÓMICA;3;3.2;2.8;;
MEDICIÓN ECONÓMICA;3.1;3.9;4.8;;
MITOLOGIA Y FILOSOFÍA DE LA INDIA;4.4;4.2;4.7;;
MITOS Y SIMBOLOS EN LAS CULTURAS DEL MUNDO;4.4;3.9;4.6;;
MITOS Y SIMBOLOS EN LAS CULTURAS DEL MUNDO;2;4.1;4.7;;
MODELACIÓN DE SISTEMAS DINÁMICOS;4;4;4.6;4.2;3.5
MODELACIÓN DE SISTEMAS DINÁMICOS;5;5;5;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;3.5;4.7;4.7;4.5;4.2
MODELACIÓN DE SISTEMAS DINÁMICOS;5;4.9;3.6;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;4.6;5;4.8;4.4;5
MODELACIÓN DE SISTEMAS DINÁMICOS;4.4;3.7;4.7;4.5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;3.4;2.5;3.7;4.5;3.7
MODELACIÓN DE SISTEMAS DINÁMICOS;4.7;4.8;4.6;5;4.5
MODELACIÓN DE SISTEMAS DINÁMICOS;4;4.6;4.1;4.7;4.7
MODELACIÓN DE SISTEMAS DINÁMICOS;4.6;5;4.9;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;4.5;4.8;4.1;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;4;4.6;3.5;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;3.1;4.8;4.6;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;4;4.7;4.2;5;4.8
MODELACIÓN DE SISTEMAS DINÁMICOS;4.2;4.7;4.4;5;5
MODELACIÓN DE SISTEMAS DINÁMICOS;2.2;4;4;4.7;5
MODELACIÓN DE SISTEMAS DINÁMICOS;3.6;4.6;4;4.7;5
MODELACIÓN DE SISTEMAS DINÁMICOS;3.1;3.1;3.7;4.7;4.8
MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES;3.5;4;4;4.6;4.4
MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES;4.4;3.9;4.4;4.3;4.3
MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES;4.6;4.4;4.3;4.7;5
MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES;3;3.7;4.2;3.8;4.4
MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES;4.1;3.4;4;4.6;5
MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES;3.6;4.4;4;4.7;4.8
MUJERES INDÍGENAS: TEJIENDO RE-EXISTENCIA.;4.3;4.6;4.2;;
MÚSICA Y CINE;4.5;2;4.9;;
Núcleo MUTIS En Ciencias: ADN Y LA EVOLUCIÓN DEL HOMBRE;4.5;4.7;4.7;;
Núcleo MUTIS En Ciencias: ADN Y LA EVOLUCIÓN DEL HOMBRE;4.6;4.8;3.7;;
Núcleo MUTIS En Ciencias: ADN Y LA EVOLUCIÓN DEL HOMBRE;4.6;4.6;4.6;;
Núcleo MUTIS En Ciencias: ADN Y LA EVOLUCIÓN DEL HOMBRE;4.6;4.6;4.8;;
Núcleo MUTIS En Ciencias: ADN Y LA EVOLUCIÓN DEL HOMBRE;4.6;4.5;4.8;;
Núcleo MUTIS En Ciencias: ADN Y LA EVOLUCIÓN DEL HOMBRE;4.4;4.6;3.9;;
Núcleo MUTIS en Ciencias: BIODIVERSIDAD Y SALUD HUMANA;4.9;4.8;4.3;;
Núcleo MUTIS en Ciencias: BIODIVERSIDAD Y SALUD HUMANA;4.3;2;5;;
Núcleo MUTIS en Ciencias: BIODIVERSIDAD Y SALUD HUMANA;4.8;4.9;4.9;;
Núcleo MUTIS en Ciencias: EL PLANETA EN QUE VIVIMOS;4.4;3.5;4.9;;
Núcleo MUTIS en Ciencias: EL PLANETA EN QUE VIVIMOS;4.4;4.6;5;;
Núcleo MUTIS en Ciencias: EL PLANETA EN QUE VIVIMOS;4.8;4.6;4.4;;
Núcleo MUTIS en Ciencias: EL PLANETA EN QUE VIVIMOS;4.9;5;4.8;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;3.4;3;4.2;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;3.2;3.9;3.7;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;4.8;4.8;5;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;4.4;4.4;4.2;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;4.4;4.4;4.2;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;3.8;2;0.2;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;3.9;3.7;3.7;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;3.6;4.2;4.3;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;4.9;4.3;5;;
NÚCLEO MUTIS EN CIENCIAS: EVOLUTIVA-MENTE: HISTORIAS DE TU CEREBRO ANCESTRA;4.8;4;4.7;;
Núcleo MUTIS en Ciencias:BIODIVERSIDAD DE COLOMBIA: TRAS LAS HUELLAS DE LA ;4.5;4.7;4.7;;
Núcleo MUTIS en Ciencias:BIODIVERSIDAD DE COLOMBIA: TRAS LAS HUELLAS DE LA ;4.8;4.6;5;;
Núcleo MUTIS en Ciencias:BIODIVERSIDAD DE COLOMBIA: TRAS LAS HUELLAS DE LA ;4.9;4.9;4.3;;
Núcleo MUTIS en Ciencias:BIODIVERSIDAD DE COLOMBIA: TRAS LAS HUELLAS DE LA ;4.8;3.4;3.3;;
Núcleo MUTIS en Ciencias:BIODIVERSIDAD DE COLOMBIA: TRAS LAS HUELLAS DE LA ;4.7;4.4;4.2;;
OPTIMIZACIÓN;3;4;5;4.2;3.9
OPTIMIZACIÓN;4.8;2;0;0;1.5
OPTIMIZACIÓN;2.5;3.5;5;3.5;2
OPTIMIZACIÓN;3.6;3;4;4.5;3.5
OPTIMIZACIÓN;4.2;4;4.5;3.7;5
OPTIMIZACIÓN;3.1;3.7;4.5;4;3.5
OPTIMIZACIÓN;3.1;2.7;3.5;4.5;3
OPTIMIZACIÓN;4;3.6;5;4.6;4.6
OPTIMIZACIÓN;3.1;4;4.2;4.1;4.1
OPTIMIZACIÓN;4.3;4.9;5;5;4.5
OPTIMIZACIÓN;4.8;4;4.4;4.6;4.9
OPTIMIZACIÓN;2.9;3.1;3;5;4.9
OPTIMIZACIÓN;4.1;4;3.9;4.1;4.1
OPTIMIZACIÓN;4.2;3.4;4;4.6;4.6
OPTIMIZACIÓN;4.2;4;4.7;4.4;4.1
OPTIMIZACIÓN;4.8;3.6;5;5;4.5
OPTIMIZACIÓN;4.4;4;4.4;4.4;4.1
OPTIMIZACIÓN;4.5;4.8;5;5;5
OPTIMIZACIÓN;4.8;5;4.9;5;5
OPTIMIZACIÓN;3.1;4.6;4.3;5;5
OPTIMIZACIÓN;5;5;5;5;5
OPTIMIZACIÓN;4;5;4.8;4.9;5
OPTIMIZACIÓN;2.9;4.8;4.6;5;5
OPTIMIZACIÓN;5;5;5;5;5
OPTIMIZACIÓN;4.4;4.9;4.8;5;5
OPTIMIZACIÓN;3.4;5;4.5;5;5
OPTIMIZACIÓN;3.3;4.4;4.5;5;5
OPTIMIZACIÓN;3.9;4.4;4.8;5;5
OPTIMIZACIÓN;1.8;5;4.3;5;5
OPTIMIZACIÓN;2.6;3.6;4.1;5;5
OPTIMIZACIÓN;5;4.9;5;5;4.9
OPTIMIZACIÓN;4.6;5;4.8;5;5
OPTIMIZACIÓN;4.9;4.7;4.9;5;5
OPTIMIZACIÓN;5;4.6;5;5;5
OPTIMIZACIÓN;4.5;4.2;4.6;5;5
OPTIMIZACIÓN;3;4.1;4.2;4.9;4.9
OPTIMIZACIÓN;5;5;4.8;5;5
OPTIMIZACIÓN;0;0;0;0;0
OPTIMIZACIÓN;3;4.6;4.3;5;5
OPTIMIZACIÓN;4.5;5;4.8;5;5
PENSAMIENTO MATEMÁTICO;2;2.4;2.7;4.6;3.4
PENSAMIENTO MATEMÁTICO;3;4.8;3.7;4.5;4.3
PENSAMIENTO MATEMÁTICO;2.5;2.1;1.1;1.4;2.4
PENSAMIENTO MATEMÁTICO;3.1;2.7;0;4.5;0
PENSAMIENTO MATEMÁTICO;4.7;4.1;4.3;5;3.4
PENSAMIENTO MATEMÁTICO;3.7;2.5;1.9;4.8;1
PENSAMIENTO MATEMÁTICO;3.7;4.8;1;5;3
PENSAMIENTO MATEMÁTICO;4.6;4.8;5;5;5
PENSAMIENTO MATEMÁTICO;4.6;4.2;3.4;4.8;3.5
PENSAMIENTO MATEMÁTICO;3.8;3.4;3.4;4.7;2.6
PENSAMIENTO MATEMÁTICO;4;3;1.1;4.6;1
PENSAMIENTO MATEMÁTICO;4.1;3;4.5;4.6;3.4
PENSAMIENTO MATEMÁTICO;5;4.8;4.7;5;4.9
PENSAMIENTO MATEMÁTICO;4.7;4.3;3.5;5;4.2
PENSAMIENTO MATEMÁTICO;4.7;2.8;3.4;4.9;2.8
PENSAMIENTO MATEMÁTICO;3.9;2.8;2.7;4.8;3
PENSAMIENTO MATEMÁTICO;4.5;2.7;2.3;1;2.3
PENSAMIENTO MATEMÁTICO;4.6;4.7;3.8;4.9;3.5
PENSAMIENTO MATEMÁTICO;2;1.4;0.6;4.2;0.6
PENSAMIENTO MATEMÁTICO;3.3;3.8;3.7;4.5;2.4
PENSAMIENTO MATEMÁTICO;4.3;3.6;3.1;4.8;2.3
PENSAMIENTO MATEMÁTICO;3.5;2.4;2.1;4.6;1.6
PENSAMIENTO MATEMÁTICO;4;4.8;3;4.8;3.8
PENSAMIENTO MATEMÁTICO;3;3.1;0.9;4.5;2.9
PENSAMIENTO MATEMÁTICO;1.7;2;2.5;4.6;1
PENSAMIENTO MATEMÁTICO;3.7;3.2;0.8;1.8;1.8
PENSAMIENTO MATEMÁTICO;1;3;0;3;1.6
PENSAMIENTO MATEMÁTICO;3.3;2;2.1;4.8;1.9
PENSAMIENTO MATEMÁTICO;1.8;3.8;2.4;5;4.8
PENSAMIENTO MATEMÁTICO;3.2;2.3;2.4;4.2;3
PENSAMIENTO MATEMÁTICO;1;3;2.6;4.1;1.7
PENSAMIENTO MATEMÁTICO;1.5;2.1;2;5;2.2
PENSAMIENTO MATEMÁTICO;1.1;3.8;5;4.5;4.6
PENSAMIENTO MATEMÁTICO;3.7;3.8;2.5;4.7;4
PENSAMIENTO MATEMÁTICO;1.5;2.2;1.5;3.6;2.4
PENSAMIENTO MATEMÁTICO;2.2;2.8;1.9;4.6;3.1
PENSAMIENTO MATEMÁTICO;2.1;5;4.8;4.6;4.8
PENSAMIENTO MATEMÁTICO;1.7;0;0;0;0
PENSAMIENTO MATEMÁTICO;1;1.3;2;4.5;1.2
PENSAMIENTO MATEMÁTICO;1.5;3.3;1.5;5;1.8
PENSAMIENTO MATEMÁTICO;1.4;2.2;3;4.4;3.9
PENSAMIENTO MATEMÁTICO;2.5;3.7;2.8;5;3.1
PENSAMIENTO MATEMÁTICO;3.3;4.4;4.6;4.5;4
PENSAMIENTO MATEMÁTICO;1.9;2.1;2.3;4.2;3.6
PENSAMIENTO MATEMÁTICO;1.5;4.2;2.2;4.2;3.1
PENSAMIENTO MATEMÁTICO;1.7;3.8;2.6;5;4
PENSAMIENTO MATEMÁTICO;2.1;3.6;3;3.7;3.6
PENSAMIENTO MATEMÁTICO;4.4;5;3.9;5;4
PENSAMIENTO MATEMÁTICO;2.1;4.3;5;5;5
PENSAMIENTO MATEMÁTICO;2.6;4.1;2.7;4.7;3.6
PENSAMIENTO MATEMÁTICO;4.6;4.7;4.8;5;5
PENSAMIENTO MATEMÁTICO;1;0;0;0;0
PENSAMIENTO MATEMÁTICO;3.5;4;4.3;5;3.7
PENSAMIENTO MATEMÁTICO;1.2;2.8;4.7;4.1;2.7
PENSAMIENTO MATEMÁTICO;0.8;1;2.2;3.5;1
PENSAMIENTO MATEMÁTICO;3;4.4;5;5;5
PENSAMIENTO MATEMÁTICO;2.9;4.2;2.3;4.8;3.7
PENSAMIENTO MATEMÁTICO;3.3;3.8;4.3;4.6;4.2
PENSAMIENTO MATEMÁTICO;2.3;4.2;2.8;5;5
PENSAMIENTO MATEMÁTICO;4.3;3.8;4.8;5;4.4
PENSAMIENTO MATEMÁTICO;3.9;4.1;2.1;5;4.4
PENSAMIENTO MATEMÁTICO;0;1.3;0.5;1.7;0.7
PENSAMIENTO MATEMÁTICO;4.4;4.4;3.2;5;4.8
PENSAMIENTO MATEMÁTICO;4.1;4.5;4.6;5;3
PENSAMIENTO MATEMÁTICO;3.7;4.8;4.1;5;5
PENSAMIENTO MATEMÁTICO;3.4;4.7;3.9;5;3.8
PENSAMIENTO MATEMÁTICO;4.8;5;3;5;5
PENSAMIENTO MATEMÁTICO;2.9;3.3;3.7;4.5;4.7
PENSAMIENTO MATEMÁTICO;2.8;2.8;1.9;4.7;2.1
PENSAMIENTO MATEMÁTICO;2.8;2.6;2.4;3.7;1.8
PENSAMIENTO MATEMÁTICO;3.5;3.7;1.2;5;3
PENSAMIENTO MATEMÁTICO;1.6;2;0;0;0
PENSAMIENTO MATEMÁTICO;2.4;4.5;1.4;4.2;4.8
PENSAMIENTO MATEMÁTICO;2;1.1;1.6;4;3
PENSAMIENTO MATEMÁTICO;4;4;3.4;5;5
PENSAMIENTO MATEMÁTICO;2.7;4.4;3.2;4.6;5
PENSAMIENTO MATEMÁTICO;1.9;3.8;3.8;4.3;4.3
PENSAMIENTO MATEMÁTICO;2.5;3.3;2.6;3;2.3
PENSAMIENTO MATEMÁTICO;2.3;4.9;4.3;4.6;2.2
